HIP,Proxy,RAhms,DEdms,Vmag,VarFlag,r_Vmag,RAdeg,DEdeg,AstroRef,Plx,pmRA,pmDE,e_RAdeg,e_DEdeg,e_Plx,e_pmRA,e_pmDE,DE:RA,Plx:RA,Plx:DE,pmRA:RA,pmRA:DE,pmRA:Plx,pmDE:RA,pmDE:DE,pmDE:Plx,pmDE:pmRA,F1,F2,BTmag,e_BTmag,VTmag,e_VTmag,m_BTmag,B-V,e_B-V,r_B-V,V-I,e_V-I,r_V-I,CombMag,Hpmag,e_Hpmag,Hpscat,o_Hpmag,m_Hpmag,Hpmax,HPmin,Period,HvarType,moreVar,morePhoto,CCDM,n_CCDM,Nsys,Ncomp,MultFlag,Source,Qual,m_HIP,theta,rho,e_rho,dHp,e_dHp,Survey,Chart,Notes,HD,BD,CoD,CPD,(V-I)red,SpType,r_SpType
50583,H,10 19 58.16,+19 50 30.7,2.01,1,G,154.99234054,19.84186032,A,25.96,310.77,-152.88,0.92,0.65,0.83,1.13,0.67,-0.34,0.28,-0.24,0.12,-0.27,0.18,-0.25,0.36,-0.17,-0.33,7,0.56,3.792,0.067,2.366,0.046,A,1.128,0.029,G,1.17,0.01,L,*,2.1684,0.0011,0.006,62,*,2.16,2.2,,U,2," ",10199+1951,I,1,2,C," ",A,AB,124,4.581,0.005,1.15,0.01,S," ",W,89484,"B+20 2467 ","          ","          ",1.17,K0III,X
3419," ",00 43 35.23,-17 59 12.1,2.04,1,G,10.89678452,-17.9866841," ",34.04,232.79,32.71,0.65,0.51,0.82,0.83,0.54,0.35,-0.07,-0.03,-0.21,0.03,0.07,0.06,-0.01,-0.24,0.16,0,-2.6,3.362,0.004,2.159,0.004," ",1.019,0.021,G,1.0,0.02,A," ",2.2062,8.0E-4,0.007,95," ",2.2,2.23,,U,2," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",4128,"B-18  115 ","          ","          ",1.0,K0III,4
92855," ",18 55 15.92,-26 17 47.7,2.05,1,H,283.81631956,-26.29659428," ",14.54,13.87,-52.65,0.87,0.45,0.88,1.09,0.6,-0.18,-0.31,-0.07,0.17,0.12,0.03,-0.03,-0.3,0.05,-0.48,0,-0.3,1.888,0.005,2.044,0.005," ",-0.134,0.006,T,-0.13,0.01,L," ",2.0095,8.0E-4,0.005,68," ",2.0,2.03,,M," "," ",18552-2618,I,1,1," "," "," ","  ",,,,,,S," "," ",175191,"          ",C-26 13595,P-26  6590,-0.21,B2.5V,3
68933," ",14 06 41.32,-36 22 07.3,2.06,,G,211.67218608,-36.36869575," ",53.52,-519.29,-517.87,0.62,0.49,0.79,0.69,0.62,-0.2,-0.25,-0.05,0.16,-0.01,-0.1,-0.07,-0.09,0.32,-0.15,4,1.04,3.384,0.005,2.19,0.006," ",1.011,0.013,G,1.01,0.02,A," ",2.2226,4.0E-4,0.004,77," ",2.22,2.23,,C," "," ",14067-3622,I,1,1," "," "," ","  ",,,,,,S," "," ",123139,"          ",C-35  9260,P-35  6109,1.01,K0IIIb,3
5447," ",01 09 43.80,+35 37 15.0,2.07,1,H,17.43248991,35.62083048," ",16.36,175.59,-112.23,0.71,0.61,0.76,0.84,0.68,0.0,0.23,-0.22,0.45,-0.07,0.06,-0.07,0.54,-0.08,0.2,0,0.67,4.167,0.006,2.264,0.004," ",1.576,0.01,G,1.74,0.03,C," ",2.1741,0.003,0.016,50," ",2.15,2.2,,U,2," ",01097+3537,I,1,1," "," "," ","  ",,,,,,S," "," ",6860,"B+34  198 ","          ","          ",1.74,M0IIIvar,X
72607," ",14 50 42.40,+74 09 19.7,2.07,1,H,222.67664751,74.15547596," ",25.79,-32.29,11.91,0.44,0.49,0.52,0.45,0.57,0.2,-0.31,-0.28,-0.05,-0.06,0.15,-0.01,-0.02,-0.03,0.17,3,0.85,4.015,0.003,2.238,0.003," ",1.465,0.005,G,1.46,0.03,C," ",2.2044,8.0E-4,0.008,99," ",2.19,2.22,,M," "," ",14506+7410,I,1,1," "," "," ","  ",,,,,,S," "," ",131873,"B+74  595 ","          ","          ",1.46,K4IIIvar,X
677," ",00 08 23.17,+29 05 27.0,2.07,1,H,2.09653333,29.09082805,+,33.6,135.68,-162.95,0.8,0.5,0.73,0.63,0.45,0.37,0.32,-0.05,0.35,0.09,0.02,-0.16,-0.1,0.1,-0.18,2,-0.48,2.003,0.003,2.05,0.004," ",-0.038,0.005,T,-0.1,0.03,C," ",2.0371,6.0E-4,0.005,79," ",2.03,2.05,,M," "," ",00083+2905,I,1,1,O," "," ","  ",,,,,,S," ",P,358,"B+28    4 ","          ","          ",-0.1,B9p,X
27366," ",05 47 45.39,-09 40 10.6,2.07,1,G,86.93911641,-9.66960186," ",4.52,1.55,-1.2,0.67,0.52,0.77,0.67,0.5,0.37,0.02,-0.16,-0.3,-0.54,0.2,-0.5,-0.13,-0.05,0.27,3,1.54,1.906,0.005,2.037,0.004," ",-0.168,0.027,G,-0.14,0.02,A," ",2.0065,0.002,0.014,83," ",1.99,2.02,,U,2," ","          "," ",,1," "," "," ","  ",,,,,,S," ",P,38771,"B-09 1235 ","          ","          ",-0.14,B0.5Iavar,X
112122," ",22 42 39.93,-46 53 04.4,2.07,2,H,340.66639531,-46.88456594," ",19.17,135.68,-4.51,0.58,0.49,0.75,0.64,0.53,0.29,-0.25,-0.3,0.06,-0.08,0.27,0.0,-0.12,0.13,0.38,0,0.21,4.143,0.008,2.299,0.01," ",1.61,0.3,G,2.6,0.02,A," ",2.0699,0.0143,0.084,73," ",1.97,2.19,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," "," ",214952,"          ",C-47 14308,P-47  9896,2.6,M5III,X
86032," ",17 34 56.00,+12 33 38.1,2.08,,G,263.73335321,12.56057584," ",69.84,110.08,-222.61,0.76,0.7,0.88,1.02,0.89,-0.29,0.03,-0.26,-0.16,0.59,-0.09,0.5,-0.37,0.14,-0.45,0,1.17,2.315,0.003,2.106,0.003," ",0.155,0.003,G,0.17,0.03,C," ",2.1262,5.0E-4,0.003,67," ",2.12,2.14,," "," "," ",17349+1234,I,1,1,G," "," ","  ",,,,,,S," ",D,159561,"B+12 3252 ","          ","          ",0.17,A5III,X
14576," ",03 08 10.13,+40 57 20.3,2.09,3,H,47.04220716,40.9556512,+,35.14,2.39,-1.44,0.71,0.58,0.9,0.77,0.88,0.5,-0.22,-0.27,-0.37,-0.18,0.45,0.05,0.01,-0.06,0.41,6,-1.29,2.1,0.003,2.105,0.004," ",-0.003,0.004,T,0.02,0.0,L," ",2.097,0.002,0.014,70," ",2.08,2.22,,P,1,A,03082+4057,I,1,1,O," "," ","  ",,,,,,S," ",W,19356,"B+40  673 ","          ","          ",0.04,B8V,X
9640,H,02 03 53.92,+42 19 47.5,2.1,,H,30.97466283,42.32984832,A,9.19,43.08,-50.85,0.7,0.56,0.73,0.66,0.58,0.07,0.24,-0.06,-0.23,0.02,0.11,0.06,-0.28,0.05,0.26,9,2.21,4.006,0.006,2.33,0.004,A,1.37,0.4,G,1.37,0.01,L,*,2.2409,0.0018,0.012,81,*,2.23,2.27,,D," "," ",02039+4220,I,1,2,C," ",A,AB,63,9.576,0.011,2.69,0.05,S," ",W,12533,"B+41  395 ","          ","          ",1.37,B8V,X
57632," ",11 49 03.88,+14 34 20.4,2.14,,G,177.26615977,14.57233687," ",90.16,-499.02,-113.78,0.99,0.52,0.89,1.58,0.72,-0.03,0.24,-0.25,0.53,0.15,-0.05,0.36,-0.03,0.3,0.37,0,0.64,2.3,0.003,2.143,0.004," ",0.09,0.0,G,0.1,0.0,H," ",2.1605,6.0E-4,0.005,64," ",2.15,2.17,," "," "," ",11490+1433,I,1,1," "," "," ","  ",,,,,,S," "," ",102647,"B+15 2383 ","          ","          ",0.1,A3Vvar,X
4427," ",00 56 42.50,+60 43 00.3,2.15,1,H,14.17708808,60.71674966," ",5.32,25.65,-3.82,0.35,0.38,0.56,0.42,0.44,-0.24,0.19,0.04,0.24,0.06,-0.01,0.08,-0.03,0.18,-0.26,0,-1.19,2.112,0.002,2.168,0.003," ",-0.046,0.003,T,-0.02,0.0,L," ",2.1379,8.0E-4,0.009,154," ",2.12,2.16,,U,2," ",00567+6043,I,1,1," "," "," ","  ",,,,,,S," ",P,5394,"B+59  144 ","          ","          ",0.01,B0IV:evar,X
61932,H,12 41 31.20,-48 57 35.6,2.2,,G,190.38002079,-48.95988553,A,25.01,-187.28,-1.2,0.86,0.76,1.01,0.82,0.73,-0.11,-0.17,0.06,-0.1,0.07,-0.04,0.13,-0.61,-0.02,0.02,6,0.31,2.204,0.009,2.182,0.009,*,-0.023,0.015,G,-0.01,0.02,A,*,2.146,8.0E-4,0.007,114,*,2.14,2.16,,D," "," ",12415-4858,I,1,2,C," ",A,AB,352,1.217,0.005,0.09,0.01,S," "," ",110304,"          ",C-48  7597,P-48  4965,-0.01,A1IV,X
45556," ",09 17 05.43,-59 16 30.9,2.21,,H,139.27261834,-59.27526115," ",4.71,-19.03,13.11,0.39,0.4,0.46,0.37,0.38,0.12,-0.17,0.06,0.15,-0.11,0.1,-0.16,-0.17,0.1,0.07,0,-1.17,2.49,0.004,2.269,0.003," ",0.189,0.026,G,0.28,0.02,A," ",2.2822,3.0E-4,0.003,109," ",2.28,2.29,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",80404,"          ",C-58  2529,P-58  1465,0.28,A8Ib,X
39429," ",08 03 35.07,-40 00 11.5,2.21,1,H,120.89612561,-40.00318846," ",2.33,-30.82,16.77,0.41,0.4,0.51,0.44,0.41,-0.07,0.02,0.1,-0.01,0.01,0.08,0.0,-0.08,0.08,-0.13,1,-1.96,1.957,0.003,2.189,0.003," ",-0.269,0.018,G,-0.22,0.02,A," ",2.1364,0.001,0.007,102," ",2.12,2.15,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",66811,"          ",C-39  3939,P-39  2011,-0.22,O5IAf,G
76267," ",15 34 41.19,+26 42 53.7,2.22,2,G,233.67162293,26.71491041,+,43.65,120.38,-89.44,0.54,0.5,0.79,0.55,0.52,-0.14,-0.26,-0.16,0.23,-0.27,0.05,-0.29,0.19,-0.02,-0.21,1,-0.22,2.252,0.002,2.217,0.003," ",0.032,0.003,T,0.05,0.0,L," ",2.221,6.0E-4,0.007,93," ",2.21,2.29,,U,2," ","          "," ",,1,O," "," ","  ",,,,,,S," ",P,139006,"B+27 2512 ","          ","          ",-0.01,A0V,X
65378," ",13 23 55.42,+54 55 31.5,2.23,,H,200.98091604,54.92541525,A,41.73,121.23,-22.01,0.49,0.51,0.61,0.48,0.48,0.16,0.08,-0.24,-0.14,-0.1,0.0,-0.11,-0.18,-0.04,0.05,13,0.95,2.29,0.002,2.227,0.003,A,0.057,0.004,T,0.07,0.0,L," ",2.254,0.0088,0.041,108,A,2.22,2.36,,D," "," ",13240+5456,I,2,2,C," ",A,AC,152,14.431,0.007,1.62,0.03,S," "," ",116656,"B+55 1598 ","          ","          ",0.07,A2V,X
100453," ",20 22 13.70,+40 15 24.1,2.23,1,H,305.55708346,40.2566815," ",2.14,2.43,-0.93,0.39,0.4,0.51,0.4,0.45,-0.02,-0.12,0.05,-0.01,0.11,-0.01,0.11,-0.04,0.14,0.15,0,-2.04,3.084,0.003,2.307,0.003," ",0.673,0.012,G,0.65,0.03,C," ",2.3549,0.0011,0.008,118," ",2.34,2.37,,U,2,C,20222+4015,I,1,1," "," "," ","  ",,,,,,S," "," ",194093,"B+39 4159 ","          ","          ",0.65,F8Ib,X
44816," ",09 07 59.78,-43 25 57.4,2.23,2,H,136.99907126,-43.43262406," ",5.69,-23.21,14.28,0.41,0.4,0.53,0.5,0.41,0.16,-0.01,0.14,0.12,0.1,0.06,0.09,-0.05,-0.05,0.19,0,1.01,4.428,0.006,2.408,0.003," ",1.665,0.013,G,1.69,0.02,A," ",2.3385,0.0036,0.025,113," ",2.29,2.38,,U,2,C,09080-4326,I,1,1," "," "," ","  ",,,,,,S," "," ",78647,"          ",C-42  4990,P-42  3366,1.69,K4Ib-II,X
3179," ",00 40 30.39,+56 32 14.7,2.24,1,H,10.12661349,56.53740928," ",14.27,50.36,-32.17,0.31,0.37,0.57,0.33,0.4,-0.34,0.21,-0.04,-0.04,0.02,0.13,0.03,0.28,0.21,-0.21,1,1.66,3.768,0.002,2.377,0.002," ",1.17,0.0,G,1.13,0.0,H," ",2.4107,4.0E-4,0.005,208," ",2.4,2.42,,M," "," ",00405+5632,I,1,1," "," "," ","  ",,,,,,S," "," ",3712,"B+55  139 ","          ","          ",1.13,K0II-IIIvar,X
87833," ",17 56 36.38,+51 29 20.2,2.24,1,H,269.15157439,51.48895101," ",22.1,-8.52,-23.05,0.42,0.43,0.46,0.48,0.51,-0.01,0.05,0.03,0.11,0.09,-0.09,0.1,0.06,0.0,0.05,1,1.15,4.256,0.003,2.413,0.003," ",1.521,0.005,G,1.54,0.03,C," ",2.3617,8.0E-4,0.006,100," ",2.35,2.37,,M," "," ",17566+5129,I,1,1," "," "," ","  ",,,,,,S," "," ",164058,"B+51 2282 ","          ","          ",1.54,K5III,X
25930,H,05 32 00.40,-00 17 56.7,2.25,2,G,83.00166562,-0.2990934,*,3.56,1.67,0.56,1.17,0.72,0.83,0.79,0.46,-0.3,0.41,-0.05,0.1,-0.33,0.29,-0.43,0.12,-0.32,-0.33,8,1.29,2.006,0.004,2.195,0.004,*,-0.175,0.003,G,-0.21,0.02,A,*,2.1361,0.0017,0.03,95,*,2.12,2.22,,P,1,A,05320-0018,I,1,2,C," ",A,AD,140,0.267,0.003,1.35,0.03,S," ",D,36486,"B-00  983 ","          ","          ",-0.21,O9.5II,X
746," ",00 09 10.09,+59 09 00.8,2.28,1,H,2.29204036,59.15021814," ",59.89,523.39,-180.42,0.36,0.42,0.56,0.41,0.48,-0.08,0.19,0.11,0.09,-0.09,-0.1,-0.05,-0.07,0.14,-0.12,0,-1.06,2.72,0.003,2.318,0.003," ",0.38,0.004,T,0.4,0.03,C," ",2.3579,0.0017,0.014,130," ",2.34,2.38,0.1,P,1,A,00092+5909,I,1,1," "," "," ","  ",,,,,,S," ",P,432,"B+58    3 ","          ","          ",0.4,F2III-IV,X
82396," ",16 50 10.24,-34 17 33.4,2.29,,G,252.54268738,-34.29260982," ",49.85,-611.83,-255.87,0.71,0.58,0.81,0.74,0.61,-0.25,-0.15,-0.15,0.05,-0.36,-0.21,-0.31,0.34,-0.17,-0.44,0,-0.16,,,,," ",1.144,0.032,G,1.1,0.02,A," ",2.4532,8.0E-4,0.005,46," ",2.44,2.46,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",151680,"          ",C-34 11285,P-34  6635,1.1,K2IIIb,3
66657," ",13 39 53.27,-53 27 58.9,2.29,1,H,204.97196962,-53.46636269," ",8.68,-14.6,-12.79,0.4,0.55,0.77,0.55,0.83,-0.11,-0.23,-0.29,0.05,0.0,-0.02,-0.12,-0.31,0.34,-0.24,1,0.07,2.051,0.002,2.247,0.003," ",-0.171,0.003,T,-0.23,0.02,A," ",2.2097,9.0E-4,0.007,115," ",2.2,2.22,,M," "," ",13399-5328,I,1,1,G," "," ","  ",,,,,,S," ",P,118716,"          ","          ",P-52  6655,-0.23,B1III,X
78401,H,16 00 20.01,-22 37 17.8,2.29,1,H,240.08338225,-22.62162024,*,8.12,-8.67,-36.9,0.79,0.46,0.88,0.83,0.66,-0.16,-0.37,0.0,0.19,-0.08,0.23,-0.02,0.38,-0.08,-0.26,0,2.77,2.181,0.002,2.282,0.004,*,-0.117,0.024,G,-0.09,0.02,A,*,2.2617,0.0015,0.008,72,*,2.25,2.27,,M," "," ",16003-2237,M,1,2,C,S,A,AB,344,0.131,0.025,2.22,0.41,S," "," ",143275,"B-22 4068 ",C-22 11292,P-22  6106,-0.09,B0.2IV,4
71860," ",14 41 55.77,-47 23 17.3,2.3,1,G,220.48239101,-47.38814127," ",5.95,-21.15,-24.22,0.46,0.45,0.76,0.54,0.62,-0.41,-0.14,-0.11,-0.07,0.18,-0.33,0.16,-0.29,0.27,-0.3,0,-1.6,2.083,0.002,2.26,0.002," ",-0.154,0.002,T,-0.21,0.02,A," ",2.2296,0.0011,0.01,143," ",2.21,2.24,0.26,P,1,A,14419-4723,I,1,1," "," "," ","  ",,,,,,S," ",P,129056,"          ",C-46  9501,P-46  6927,-0.21,B1.5III,X
71352," ",14 35 30.45,-42 09 27.9,2.33,2,H,218.87688163,-42.15774562," ",10.57,-35.31,-32.44,0.65,0.44,0.83,0.75,0.7,-0.08,-0.28,-0.2,0.09,0.15,0.06,0.09,-0.37,0.25,-0.17,0,-1.69,2.124,0.003,2.306,0.004," ",-0.157,0.004,T,-0.17,0.02,A," ",2.2729,0.0016,0.024,113," ",2.25,2.32,1.28,P,1,A,"          "," ",,1," "," "," ","  ",,,,,,S," ",P,127972,"          ",C-41  8917,P-41  6839,-0.17,B1Vn + A,G
53910," ",11 01 50.39,+56 22 56.4,2.34,,H,165.4599615,56.38234478," ",41.07,81.66,33.74,0.34,0.38,0.6,0.37,0.38,0.14,0.09,-0.24,-0.14,0.03,-0.22,-0.03,-0.17,-0.01,0.06,0,1.05,2.385,0.002,2.349,0.002," ",0.033,0.003,T,0.02,0.03,C," ",2.3499,4.0E-4,0.004,178," ",2.34,2.36,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",95418,"B+57 1302 ","          ","          ",0.02,A1V,X
72105,H,14 44 59.25,+27 04 27.0,2.35,,H,221.24687869,27.07417383,A,15.55,-50.65,20.0,0.58,0.52,0.78,0.68,0.62,0.23,-0.39,-0.46,0.19,0.01,-0.1,0.01,0.21,-0.09,-0.49,1,0.31,3.562,0.004,2.47,0.003,*,0.966,0.004,G,0.95,0.0,H,*,2.5167,5.0E-4,0.004,87,*,2.51,2.52,,D," "," ",14449+2704,I,1,2,C," ",A,AB,341,2.867,0.003,2.19,0.02,S," "," ",129988,"B+27 2417 ","          ","          ",0.95,A0,S
107315," ",21 44 11.14,+09 52 30.0,2.38,1,G,326.04641808,9.87500791," ",4.85,30.02,1.38,0.74,0.45,0.84,1.12,0.49,0.14,0.13,0.04,0.39,0.12,0.47,0.12,-0.06,0.36,0.26,0,-0.5,4.402,0.003,2.569,0.004," ",1.52,0.51,G,1.42,0.02,A," ",2.546,0.0012,0.015,78," ",2.53,2.57,,U,2," ",21441+0953,I,1,1," "," ",S,"  ",,,,,,S," ",P,206778,"B+09 4891 ","          ","          ",1.42,K2Ibvar,X
86670," ",17 42 29.28,-39 01 47.7,2.39,1,H,265.62199908,-39.02992092," ",7.03,-6.49,-25.55,0.64,0.48,0.73,0.79,0.55,-0.01,-0.26,-0.13,0.13,-0.09,-0.2,-0.15,0.13,0.21,-0.19,0,1.58,2.161,0.004,2.357,0.006," ",-0.171,0.006,T,-0.22,0.02,A," ",2.3164,0.0013,0.007,41," ",2.31,2.33,0.2,P,1,A,"          "," ",,1," "," "," ","  ",,,,,,S," ",P,160578,"          ",C-38 12137,P-38  6992,-0.22,B1.5III,3
2081," ",00 26 16.87,-42 18 18.4,2.4,,G,6.57028075,-42.30512197," ",42.14,232.76,-353.64,0.46,0.56,0.78,0.54,0.82,0.07,-0.09,-0.29,0.14,-0.04,0.12,0.0,-0.52,0.29,0.14,3,0.56,3.802,0.003,2.519,0.003," ",1.083,0.016,G,1.11,0.02,A," ",2.5512,5.0E-4,0.004,125," ",2.54,2.56,," "," "," ",00263-4218,I,1,1,G," "," ","  ",,,,,,S," "," ",2261,"          ",C-42   116,P-42    34,1.11,K0III...,X
58001," ",11 53 49.74,+53 41 41.0,2.41,1,H,178.45725536,53.69473296," ",38.99,107.76,11.16,0.38,0.43,0.68,0.48,0.5,0.51,-0.07,-0.08,-0.03,-0.05,-0.04,-0.04,0.11,-0.17,0.58,0,0.64,2.48,0.002,2.431,0.002," ",0.044,0.003,T,0.06,0.0,L," ",2.4286,4.0E-4,0.005,233," ",2.42,2.44,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",103287,"B+54 1475 ","          ","          ",0.06,A0V SB,G
84012,H,17 10 22.66,-15 43 30.5,2.43,,G,257.59442659,-15.72514757,A,38.77,41.16,97.65,1.12,0.67,0.86,1.13,0.65,-0.22,-0.13,-0.1,0.06,-0.08,0.1,-0.05,0.19,-0.09,-0.21,1,0.84,2.551,0.003,2.438,0.003,*,0.059,0.01,G,0.06,0.02,A,*,2.4393,8.0E-4,0.004,62,*,2.43,2.45,,D," "," ",17104-1544,I,1,2,C," ",A,AB,251,0.466,0.003,0.51,0.01,S," "," ",155125,"B-15 4467 ","          ","          ",0.06,A2.5Va,4
113881," ",23 03 46.33,+28 04 56.8,2.44,2,H,345.94305575,28.08245462," ",16.37,187.76,137.61,0.46,0.46,0.72,0.52,0.56,0.25,0.15,0.05,0.14,-0.08,-0.01,0.01,-0.23,0.28,0.36,1,-0.31,4.612,0.009,2.659,0.008," ",1.655,0.01,T,2.31,0.06,O," ",2.4861,0.0093,0.075,114," ",2.43,2.63,,U,2,C,23038+2804,I,1,1," "," ",S,"  ",,,,,,S," "," ",217906,"B+27 4480 ","          ","          ",2.06,M2II-IIIvar,X
105199," ",21 18 34.58,+62 35 07.6,2.45,,G,319.64408982,62.58545529," ",66.84,149.91,48.27,0.44,0.42,0.49,0.49,0.45,-0.13,-0.1,0.09,0.05,0.1,0.11,0.11,-0.08,0.15,0.11,2,0.29,2.762,0.002,2.492,0.002," ",0.257,0.003,T,0.26,0.01,G," ",2.5141,4.0E-4,0.004,104," ",2.51,2.52,," "," "," ",21186+6236,I,1,1," "," "," ","  ",,,,,,S," "," ",203280,"B+61 2111 ","          ","          ",0.26,A7IV-V,X
35904," ",07 24 05.71,-29 18 11.2,2.45,2,G,111.02377104,-29.30311979," ",1.02,-3.76,6.66,0.37,0.44,0.57,0.44,0.6,0.25,0.08,-0.16,0.22,0.03,0.19,0.08,-0.01,0.06,0.3,2,-1.81,2.398,0.004,2.451,0.003," ",-0.083,0.01,G,0.01,0.02,A," ",2.4215,0.0021,0.03,156," ",2.38,2.48,,U,2," ",07240-2918,I,1,1," "," "," ","  ",,,,,,S," "," ",58350,"          ",C-29  4328,P-29  1680,0.01,B5Ia,3
45941," ",09 22 06.83,-55 00 38.5,2.47,1,H,140.52845511,-55.01069531," ",6.05,-10.72,11.24,0.39,0.42,0.48,0.45,0.45,0.09,-0.09,0.09,0.1,-0.03,0.25,-0.08,-0.05,0.12,0.0,0,-0.16,2.287,0.003,2.449,0.003," ",-0.141,0.004,T,-0.17,0.02,A," ",2.4132,6.0E-4,0.005,113," ",2.41,2.42,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",81188,"          ","          ",P-54  2219,-0.17,B2IV,X
102488," ",20 46 12.43,+33 58 10.0,2.48,1,H,311.55180091,33.96945334," ",45.26,356.16,330.28,0.37,0.37,0.53,0.4,0.38,-0.21,0.03,-0.09,-0.13,-0.16,-0.05,-0.14,-0.13,0.14,-0.4,0,-1.55,3.815,0.002,2.6,0.002," ",1.021,0.015,G,1.0,0.02,G," ",2.643,3.0E-4,0.005,151," ",2.64,2.65,,M," "," ",20462+3358,I,1,1," "," "," ","  ",,,,,,S," "," ",197989,"B+33 4018 ","          ","          ",1.0,K0III,X
113963," ",23 04 45.62,+15 12 19.3,2.49,,G,346.1900702,15.20536786," ",23.36,61.1,-42.56,0.61,0.43,0.76,0.63,0.6,0.22,0.14,0.01,0.15,0.03,0.01,0.07,0.06,0.36,0.11,0,-0.8,2.48,0.003,2.487,0.002," ",-0.002,0.003,T,0.0,0.03,G," ",2.4784,4.0E-4,0.003,98," ",2.47,2.48,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",218045,"B+14 4926 ","          ","          ",0.0,B9.5III,X
14135," ",03 02 16.78,+04 05 23.7,2.54,1,H,45.56991279,4.08992539," ",14.82,-11.81,-78.76,0.77,0.58,0.83,0.87,0.65,0.3,0.27,-0.05,0.37,0.2,-0.16,0.09,0.14,-0.22,0.27,0,2.33,4.688,0.005,2.736,0.004," ",1.63,0.04,G,1.97,0.02,A," ",2.6196,0.0033,0.012,41," ",2.6,2.64,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," ",P,18884,"B+03  419 ","          ","          ",1.97,M2III,X
81377," ",16 37 09.53,-10 34 01.7,2.54,1,H,249.28970847,-10.5671518," ",7.12,13.07,25.44,0.68,0.52,0.71,0.85,0.72,-0.25,-0.27,-0.1,0.35,-0.2,-0.07,-0.18,0.52,0.07,-0.41,0,0.17,2.6,0.003,2.58,0.003," ",0.038,0.051,G,0.1,0.02,A," ",2.5708,0.0012,0.009,67," ",2.55,2.58,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," ",P,149757,"B-10 4350 ","          ","          ",0.1,O9.5V,X
68002," ",13 55 32.43,-47 17 17.8,2.55,1,G,208.88514539,-47.28826634," ",8.48,-57.14,-44.75,0.57,0.43,0.74,0.52,0.42,-0.16,-0.49,0.13,0.08,-0.12,0.05,-0.22,0.25,0.23,0.07,0,-0.95,2.295,0.004,2.497,0.004," ",-0.176,0.005,T,-0.18,0.01,L," ",2.4419,7.0E-4,0.007,88," ",2.43,2.46,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," ",P,121263,"          ",C-46  8949,P-46  6560,-0.25,B2.5IV,X
54872," ",11 14 06.41,+20 31 26.5,2.56,,G,168.52671705,20.52403384," ",56.52,143.31,-130.43,0.75,0.52,0.83,0.98,0.66,-0.33,0.3,-0.38,-0.03,-0.28,0.11,-0.21,-0.09,0.13,-0.11,0,0.6,2.743,0.003,2.574,0.002," ",0.128,0.014,G,0.12,0.03,C," ",2.5932,4.0E-4,0.004,94," ",2.59,2.6,," "," "," ",11141+2032,I,1,1," "," "," ","  ",,,,,,S," "," ",97603,"B+21 2298 ","          ","          ",0.12,A4V,X
78820," ",16 05 26.23,-19 48 19.4,2.56,,G,241.35931206,-19.80539286,A,6.15,-6.75,-24.89,1.28,0.96,1.12,1.42,1.07,-0.01,-0.13,-0.34,0.06,0.07,0.13,0.23,0.01,-0.15,0.1,11,2.66,2.528,0.004,2.608,0.004,A,-0.065,0.023,G,-0.04,0.02,A," ",2.594,0.0096,0.026,64,A,2.57,2.65,,D," "," ",16054-1948,I,2,1,C,P,A,"  ",,,,,,S," "," ",144217,"B-19 4307 ","          ",P-19  5945,-0.04,B0.5V,4
25985," ",05 32 43.81,-17 49 20.3,2.58,1,G,83.18255798,-17.82229227," ",2.54,3.27,1.54,0.43,0.46,0.72,0.58,0.57,-0.02,0.16,-0.19,-0.02,-0.04,-0.19,-0.12,0.16,-0.25,0.16,3,-0.91,2.879,0.002,2.62,0.001," ",0.211,0.008,G,0.32,0.02,A," ",2.6426,5.0E-4,0.005,150," ",2.64,2.65,,M," "," ",05327-1750,I,1,1," "," ",S,"  ",,,,,,S," "," ",36673,"B-17 1166 ","          ","          ",0.32,F0Ib,4
59803," ",12 15 48.47,-17 32 31.1,2.58,1,G,183.95194937,-17.5419837," ",19.78,-159.58,22.31,0.63,0.49,0.81,0.66,0.54,-0.24,-0.21,-0.2,-0.03,-0.08,0.0,-0.13,-0.08,0.17,-0.45,0,0.42,2.49,0.003,2.572,0.003," ",-0.107,0.002,G,-0.1,0.02,A," ",2.5477,7.0E-4,0.005,80," ",2.54,2.56,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",106625,"B-16 3424 ","          ","          ",-0.1,B8III,4
